Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5225703631,MLB $7.5K Solo Shot,194121760,$1,Mason Fluharty (43897437),Brad Lord (43896522),Rodolfo Duran (43897149),Connor Joe (43897131),Nate Furman (43897155),James Triantos (43897158),Mason McCoy (43897122),Andrew Benintendi (43896673),Teoscar Hernandez (43896669),Max Kepler (43896670),,1. Column A lists all of your contest entries for this draftgroup
5225704150,MLB $7.5K Solo Shot,194121760,$1,Mason Fluharty (43897437),Brad Lord (43896522),Rodolfo Duran (43897149),Connor Joe (43897131),Nate Furman (43897155),James Triantos (43897158),Mason McCoy (43897122),Andrew Benintendi (43896673),Teoscar Hernandez (43896669),Max Kepler (43896670),,2. Your current lineup is listed next to each entry (blank for reservations)
5225704151,MLB $7.5K Solo Shot,194121760,$1,Mason Fluharty (43897437),Brad Lord (43896522),Rodolfo Duran (43897149),Connor Joe (43897131),Nate Furman (43897155),James Triantos (43897158),Mason McCoy (43897122),Andrew Benintendi (43896673),Teoscar Hernandez (43896669),Max Kepler (43896670),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5225704152,MLB $7.5K Solo Shot,194121760,$1,Mason Fluharty (43897437),Brad Lord (43896522),Rodolfo Duran (43897149),Connor Joe (43897131),Nate Furman (43897155),James Triantos (43897158),Mason McCoy (43897122),Andrew Benintendi (43896673),Teoscar Hernandez (43896669),Max Kepler (43896670),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5225704153,MLB $7.5K Solo Shot,194121760,$1,Mason Fluharty (43897437),Brad Lord (43896522),Rodolfo Duran (43897149),Connor Joe (43897131),Nate Furman (43897155),James Triantos (43897158),Mason McCoy (43897122),Andrew Benintendi (43896673),Teoscar Hernandez (43896669),Max Kepler (43896670),,5. For faster processing only include entries you are changing in the file you upload
5225704154,MLB $7.5K Solo Shot,194121760,$1,Mason Fluharty (43897437),Brad Lord (43896522),Rodolfo Duran (43897149),Connor Joe (43897131),Nate Furman (43897155),James Triantos (43897158),Mason McCoy (43897122),Andrew Benintendi (43896673),Teoscar Hernandez (43896669),Max Kepler (43896670),,
5225704155,MLB $7.5K Solo Shot,194121760,$1,Mason Fluharty (43897437),Brad Lord (43896522),Rodolfo Duran (43897149),Connor Joe (43897131),Nate Furman (43897155),James Triantos (43897158),Mason McCoy (43897122),Andrew Benintendi (43896673),Teoscar Hernandez (43896669),Max Kepler (43896670),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,SP,McCade Brown (43897495),McCade Brown,43897495,P,4000,CLE@COL 08/21/2026 08:40PM ET,COL,0
,,,,,,,,,,,,,,,RP,Nick Frasso (43897508),Nick Frasso,43897508,P,4000,CLE@COL 08/21/2026 08:40PM ET,COL,3.9
,,,,,,,,,,,,,,,RP,Cade Smith (43897509),Cade Smith,43897509,P,4000,CLE@COL 08/21/2026 08:40PM ET,CLE,4.33
,,,,,,,,,,,,,,,RP,Welinton Herrera (43897525),Welinton Herrera,43897525,P,4000,CLE@COL 08/21/2026 08:40PM ET,COL,2.48
,,,,,,,,,,,,,,,RP,Jeff Criswell (43897557),Jeff Criswell,43897557,P,4000,CLE@COL 08/21/2026 08:40PM ET,COL,2.27
,,,,,,,,,,,,,,,RP,Jordan Romano (43897561),Jordan Romano,43897561,P,4000,CLE@COL 08/21/2026 08:40PM ET,COL,2.18
,,,,,,,,,,,,,,,RP,Jaden Hill (43897566),Jaden Hill,43897566,P,4000,CLE@COL 08/21/2026 08:40PM ET,COL,1.94
,,,,,,,,,,,,,,,RP,Matt Festa (43897617),Matt Festa,43897617,P,4000,CLE@COL 08/21/2026 08:40PM ET,CLE,2.76
,,,,,,,,,,,,,,,RP,Jimmy Herget (43897689),Jimmy Herget,43897689,P,4000,CLE@COL 08/21/2026 08:40PM ET,COL,1.71
,,,,,,,,,,,,,,,RP,Hunter Gaddis (43897692),Hunter Gaddis,43897692,P,4000,CLE@COL 08/21/2026 08:40PM ET,CLE,2.32
,,,,,,,,,,,,,,,RP,Craig Yoho (43897693),Craig Yoho,43897693,P,4000,CLE@COL 08/21/2026 08:40PM ET,CLE,3.06
,,,,,,,,,,,,,,,RP,Shawn Armstrong (43897694),Shawn Armstrong,43897694,P,4000,CLE@COL 08/21/2026 08:40PM ET,CLE,2.16
,,,,,,,,,,,,,,,RP,Erik Sabrowski (43897704),Erik Sabrowski,43897704,P,4000,CLE@COL 08/21/2026 08:40PM ET,CLE,3.44
,,,,,,,,,,,,,,,RP,Franco Aleman (43897713),Franco Aleman,43897713,P,4000,CLE@COL 08/21/2026 08:40PM ET,CLE,3.03
,,,,,,,,,,,,,,,RP,TJ Shook (43897714),TJ Shook,43897714,P,4000,CLE@COL 08/21/2026 08:40PM ET,COL,1.77
,,,,,,,,,,,,,,,RP,Andrew Walters (43897736),Andrew Walters,43897736,P,4000,CLE@COL 08/21/2026 08:40PM ET,CLE,0
,,,,,,,,,,,,,,,RP,Colin Holderman (43897757),Colin Holderman,43897757,P,4000,CLE@COL 08/21/2026 08:40PM ET,CLE,3.43
,,,,,,,,,,,,,,,RP,Brennan Bernardino (43897774),Brennan Bernardino,43897774,P,4000,CLE@COL 08/21/2026 08:40PM ET,COL,2.20
,,,,,,,,,,,,,,,RP,Juan Mejia (43897784),Juan Mejia,43897784,P,4000,CLE@COL 08/21/2026 08:40PM ET,COL,2.21
,,,,,,,,,,,,,,,RP,Tim Herrin (43897791),Tim Herrin,43897791,P,4000,CLE@COL 08/21/2026 08:40PM ET,CLE,1.98
,,,,,,,,,,,,,,,SP,Braden Nett (43897465),Braden Nett,43897465,P,4000,ATH@HOU 08/21/2026 08:10PM ET,ATH,0
,,,,,,,,,,,,,,,SP,Henry Baez (43897470),Henry Baez,43897470,P,4000,ATH@HOU 08/21/2026 08:10PM ET,ATH,0
,,,,,,,,,,,,,,,RP,Bryan King (43897500),Bryan King,43897500,P,4000,ATH@HOU 08/21/2026 08:10PM ET,HOU,2.16
,,,,,,,,,,,,,,,RP,Steven Okert (43897504),Steven Okert,43897504,P,4000,ATH@HOU 08/21/2026 08:10PM ET,HOU,3.72
,,,,,,,,,,,,,,,RP,Enyel De Los Santos (43897519),Enyel De Los Santos,43897519,P,4000,ATH@HOU 08/21/2026 08:10PM ET,HOU,2.69
,,,,,,,,,,,,,,,RP,Logan VanWey (43897552),Logan VanWey,43897552,P,4000,ATH@HOU 08/21/2026 08:10PM ET,HOU,4.5
,,,,,,,,,,,,,,,RP,Bennett Sousa (43897556),Bennett Sousa,43897556,P,4000,ATH@HOU 08/21/2026 08:10PM ET,HOU,2.59
,,,,,,,,,,,,,,,RP,Alimber Santa (43897572),Alimber Santa,43897572,P,4000,ATH@HOU 08/21/2026 08:10PM ET,HOU,4.01
,,,,,,,,,,,,,,,RP,Hayden Juenger (43897601),Hayden Juenger,43897601,P,4000,ATH@HOU 08/21/2026 08:10PM ET,ATH,0.12
,,,,,,,,,,,,,,,RP,Scott Blewett (43897621),Scott Blewett,43897621,P,4000,ATH@HOU 08/21/2026 08:10PM ET,ATH,3.51
,,,,,,,,,,,,,,,RP,Hogan Harris (43897636),Hogan Harris,43897636,P,4000,ATH@HOU 08/21/2026 08:10PM ET,ATH,3.08
,,,,,,,,,,,,,,,RP,Bryan Abreu (43897648),Bryan Abreu,43897648,P,4000,ATH@HOU 08/21/2026 08:10PM ET,HOU,3.10
,,,,,,,,,,,,,,,RP,Brady Basso (43897659),Brady Basso,43897659,P,4000,ATH@HOU 08/21/2026 08:10PM ET,ATH,3.20
,,,,,,,,,,,,,,,RP,Josh Hader (43897678),Josh Hader,43897678,P,4000,ATH@HOU 08/21/2026 08:10PM ET,HOU,4.60
,,,,,,,,,,,,,,,RP,Elvis Alvarado (43897726),Elvis Alvarado,43897726,P,4000,ATH@HOU 08/21/2026 08:10PM ET,ATH,3.28
,,,,,,,,,,,,,,,RP,Justin Sterner (43897741),Justin Sterner,43897741,P,4000,ATH@HOU 08/21/2026 08:10PM ET,ATH,1.97
,,,,,,,,,,,,,,,RP,Taylor Rashi (43897747),Taylor Rashi,43897747,P,4000,ATH@HOU 08/21/2026 08:10PM ET,ATH,2.84
,,,,,,,,,,,,,,,RP,Mark Leiter Jr. (43897754),Mark Leiter Jr.,43897754,P,4000,ATH@HOU 08/21/2026 08:10PM ET,ATH,2.54
,,,,,,,,,,,,,,,RP,Brooks Kriske (43897759),Brooks Kriske,43897759,P,4000,ATH@HOU 08/21/2026 08:10PM ET,ATH,4.1
,,,,,,,,,,,,,,,RP,Drew Rom (43897771),Drew Rom,43897771,P,4000,ATH@HOU 08/21/2026 08:10PM ET,ATH,2.94
,,,,,,,,,,,,,,,SP,Miguel Ullola (43897787),Miguel Ullola,43897787,P,4000,ATH@HOU 08/21/2026 08:10PM ET,HOU,5.62
,,,,,,,,,,,,,,,2B/3B,Pedro Ramirez (43896634),Pedro Ramirez,43896634,2B/3B,4000,CHC@SEA 08/21/2026 10:10PM ET,CHC,5.52
,,,,,,,,,,,,,,,RP,Jhonathan Diaz (43897458),Jhonathan Diaz,43897458,P,4000,CHC@SEA 08/21/2026 10:10PM ET,SEA,1.8
,,,,,,,,,,,,,,,RP,Robinson Ortiz (43897475),Robinson Ortiz,43897475,P,4000,CHC@SEA 08/21/2026 10:10PM ET,SEA,0
,,,,,,,,,,,,,,,RP,Tyler Beede (43897483),Tyler Beede,43897483,P,4000,CHC@SEA 08/21/2026 10:10PM ET,CHC,0
,,,,,,,,,,,,,,,RP,Antoine Kelly (43897487),Antoine Kelly,43897487,P,4000,CHC@SEA 08/21/2026 10:10PM ET,CHC,4.4
,,,,,,,,,,,,,,,RP,Troy Watson (43897488),Troy Watson,43897488,P,4000,CHC@SEA 08/21/2026 10:10PM ET,SEA,0
,,,,,,,,,,,,,,,RP,Nick Davila (43897516),Nick Davila,43897516,P,4000,CHC@SEA 08/21/2026 10:10PM ET,SEA,1.75
,,,,,,,,,,,,,,,RP,Carlos Vargas (43897518),Carlos Vargas,43897518,P,4000,CHC@SEA 08/21/2026 10:10PM ET,SEA,0
,,,,,,,,,,,,,,,RP,Matt Brash (43897536),Matt Brash,43897536,P,4000,CHC@SEA 08/21/2026 10:10PM ET,SEA,3.36
,,,,,,,,,,,,,,,RP,Andres Munoz (43897554),Andres Munoz,43897554,P,4000,CHC@SEA 08/21/2026 10:10PM ET,SEA,3.92
,,,,,,,,,,,,,,,RP,Ryan Zeferjahn (43897585),Ryan Zeferjahn,43897585,P,4000,CHC@SEA 08/21/2026 10:10PM ET,CHC,4.06
,,,,,,,,,,,,,,,RP,Jose A. Ferrer (43897602),Jose A. Ferrer,43897602,P,4000,CHC@SEA 08/21/2026 10:10PM ET,SEA,2.34
,,,,,,,,,,,,,,,RP,Phil Maton (43897628),Phil Maton,43897628,P,4000,CHC@SEA 08/21/2026 10:10PM ET,CHC,1.72
,,,,,,,,,,,,,,,RP,Gavin Hollowell (43897632),Gavin Hollowell,43897632,P,4000,CHC@SEA 08/21/2026 10:10PM ET,CHC,2.73
,,,,,,,,,,,,,,,RP,Michael Rucker (43897657),Michael Rucker,43897657,P,4000,CHC@SEA 08/21/2026 10:10PM ET,SEA,3.16
,,,,,,,,,,,,,,,RP,Ryan Rolison (43897658),Ryan Rolison,43897658,P,4000,CHC@SEA 08/21/2026 10:10PM ET,CHC,3.58
,,,,,,,,,,,,,,,RP,Tyler Ferguson (43897664),Tyler Ferguson,43897664,P,4000,CHC@SEA 08/21/2026 10:10PM ET,CHC,2.76
,,,,,,,,,,,,,,,RP,Daniel Palencia (43897672),Daniel Palencia,43897672,P,4000,CHC@SEA 08/21/2026 10:10PM ET,CHC,3.14
,,,,,,,,,,,,,,,RP,Eduard Bazardo (43897677),Eduard Bazardo,43897677,P,4000,CHC@SEA 08/21/2026 10:10PM ET,SEA,2.87
,,,,,,,,,,,,,,,RP,Trent Thornton (43897684),Trent Thornton,43897684,P,4000,CHC@SEA 08/21/2026 10:10PM ET,CHC,2.74
,,,,,,,,,,,,,,,RP,Jayden Murray (43897688),Jayden Murray,43897688,P,4000,CHC@SEA 08/21/2026 10:10PM ET,CHC,1.04
,,,,,,,,,,,,,,,RP,Seranthony Dominguez (43897702),Seranthony Dominguez,43897702,P,4000,CHC@SEA 08/21/2026 10:10PM ET,SEA,2.50
,,,,,,,,,,,,,,,RP,Jacob Webb (43897708),Jacob Webb,43897708,P,4000,CHC@SEA 08/21/2026 10:10PM ET,CHC,3.72
,,,,,,,,,,,,,,,RP,Porter Hodge (43897715),Porter Hodge,43897715,P,4000,CHC@SEA 08/21/2026 10:10PM ET,CHC,0
,,,,,,,,,,,,,,,RP,Hunter Harvey (43897722),Hunter Harvey,43897722,P,4000,CHC@SEA 08/21/2026 10:10PM ET,CHC,1.85
,,,,,,,,,,,,,,,RP,Troy Taylor (43897753),Troy Taylor,43897753,P,4000,CHC@SEA 08/21/2026 10:10PM ET,SEA,0
,,,,,,,,,,,,,,,RP,Caleb Thielbar (43897766),Caleb Thielbar,43897766,P,4000,CHC@SEA 08/21/2026 10:10PM ET,CHC,2.52
,,,,,,,,,,,,,,,RP,Josh Simpson (43897792),Josh Simpson,43897792,P,4000,CHC@SEA 08/21/2026 10:10PM ET,SEA,1.36
,,,,,,,,,,,,,,,RP,Nolan Kingham (43897797),Nolan Kingham,43897797,P,4000,CHC@SEA 08/21/2026 10:10PM ET,SEA,0.45
,,,,,,,,,,,,,,,RP,Riley Martin (43897802),Riley Martin,43897802,P,4000,CHC@SEA 08/21/2026 10:10PM ET,CHC,3.82
,,,,,,,,,,,,,,,RP,Hoby Milner (43897807),Hoby Milner,43897807,P,4000,CHC@SEA 08/21/2026 10:10PM ET,CHC,1.70
,,,,,,,,,,,,,,,RP,Shelby Miller (43897809),Shelby Miller,43897809,P,4000,CHC@SEA 08/21/2026 10:10PM ET,CHC,0
,,,,,,,,,,,,,,,RP,Gabe Speier (43897812),Gabe Speier,43897812,P,4000,CHC@SEA 08/21/2026 10:10PM ET,SEA,2.33
,,,,,,,,,,,,,,,RP,Cole Wilcox (43897814),Cole Wilcox,43897814,P,4000,CHC@SEA 08/21/2026 10:10PM ET,SEA,2.83
,,,,,,,,,,,,,,,SP,Jake Miller (43897457),Jake Miller,43897457,P,4000,DET@KC 08/21/2026 08:10PM ET,DET,0
,,,,,,,,,,,,,,,SP,Steven Zobac (43897466),Steven Zobac,43897466,P,4000,DET@KC 08/21/2026 08:10PM ET,KC,0
,,,,,,,,,,,,,,,RP,James McArthur (43897477),James McArthur,43897477,P,4000,DET@KC 08/21/2026 08:10PM ET,KC,0
,,,,,,,,,,,,,,,SP,River Ryan (43897479),River Ryan,43897479,P,4000,DET@KC 08/21/2026 08:10PM ET,DET,0
,,,,,,,,,,,,,,,RP,Aaron Bummer (43897511),Aaron Bummer,43897511,P,4000,DET@KC 08/21/2026 08:10PM ET,KC,0.38
,,,,,,,,,,,,,,,RP,Steven Cruz (43897517),Steven Cruz,43897517,P,4000,DET@KC 08/21/2026 08:10PM ET,KC,3.00
,,,,,,,,,,,,,,,RP,Matt Strahm (43897523),Matt Strahm,43897523,P,4000,DET@KC 08/21/2026 08:10PM ET,KC,1.56
,,,,,,,,,,,,,,,RP,Beck Way (43897524),Beck Way,43897524,P,4000,DET@KC 08/21/2026 08:10PM ET,KC,2.93
,,,,,,,,,,,,,,,RP,Craig Kimbrel (43897545),Craig Kimbrel,43897545,P,4000,DET@KC 08/21/2026 08:10PM ET,KC,2.44
,,,,,,,,,,,,,,,RP,Lucas Erceg (43897555),Lucas Erceg,43897555,P,4000,DET@KC 08/21/2026 08:10PM ET,KC,1.33
,,,,,,,,,,,,,,,RP,Connor Seabold (43897565),Connor Seabold,43897565,P,4000,DET@KC 08/21/2026 08:10PM ET,KC,2.08
,,,,,,,,,,,,,,,RP,Kenley Jansen (43897577),Kenley Jansen,43897577,P,4000,DET@KC 08/21/2026 08:10PM ET,DET,2.95
,,,,,,,,,,,,,,,RP,Tanner Rainey (43897584),Tanner Rainey,43897584,P,4000,DET@KC 08/21/2026 08:10PM ET,DET,4.42
,,,,,,,,,,,,,,,RP,Carlos Duran (43897591),Carlos Duran,43897591,P,4000,DET@KC 08/21/2026 08:10PM ET,KC,1
,,,,,,,,,,,,,,,RP,Carlos Estevez (43897594),Carlos Estevez,43897594,P,4000,DET@KC 08/21/2026 08:10PM ET,KC,-14.85
,,,,,,,,,,,,,,,RP,Ricky Vanasco (43897627),Ricky Vanasco,43897627,P,4000,DET@KC 08/21/2026 08:10PM ET,DET,-2.35
,,,,,,,,,,,,,,,RP,Luke Little (43897642),Luke Little,43897642,P,4000,DET@KC 08/21/2026 08:10PM ET,KC,1.05
,,,,,,,,,,,,,,,RP,Drew Sommers (43897643),Drew Sommers,43897643,P,4000,DET@KC 08/21/2026 08:10PM ET,DET,3.05
,,,,,,,,,,,,,,,RP,Jacob Waguespack (43897645),Jacob Waguespack,43897645,P,4000,DET@KC 08/21/2026 08:10PM ET,DET,3.42
,,,,,,,,,,,,,,,RP,Alex Lange (43897670),Alex Lange,43897670,P,4000,DET@KC 08/21/2026 08:10PM ET,KC,2.33
,,,,,,,,,,,,,,,RP,Easton McGee (43897671),Easton McGee,43897671,P,4000,DET@KC 08/21/2026 08:10PM ET,KC,1.15
,,,,,,,,,,,,,,,RP,Nate Pearson (43897673),Nate Pearson,43897673,P,4000,DET@KC 08/21/2026 08:10PM ET,KC,3.17
,,,,,,,,,,,,,,,RP,Burch Smith (43897674),Burch Smith,43897674,P,4000,DET@KC 08/21/2026 08:10PM ET,DET,3.94
,,,,,,,,,,,,,,,RP,Nick Mears (43897680),Nick Mears,43897680,P,4000,DET@KC 08/21/2026 08:10PM ET,KC,2.00
,,,,,,,,,,,,,,,RP,Jose Cuas (43897717),Jose Cuas,43897717,P,4000,DET@KC 08/21/2026 08:10PM ET,KC,3.72
,,,,,,,,,,,,,,,RP,Bailey Horn (43897718),Bailey Horn,43897718,P,4000,DET@KC 08/21/2026 08:10PM ET,DET,0
,,,,,,,,,,,,,,,RP,Beau Brieske (43897724),Beau Brieske,43897724,P,4000,DET@KC 08/21/2026 08:10PM ET,DET,1.9
,,,,,,,,,,,,,,,RP,Brant Hurter (43897728),Brant Hurter,43897728,P,4000,DET@KC 08/21/2026 08:10PM ET,DET,3.63
,,,,,,,,,,,,,,,RP,Tyler Holton (43897749),Tyler Holton,43897749,P,4000,DET@KC 08/21/2026 08:10PM ET,DET,2.65
,,,,,,,,,,,,,,,RP,Enmanuel De Jesus (43897760),Enmanuel De Jesus,43897760,P,4000,DET@KC 08/21/2026 08:10PM ET,DET,3.84
,,,,,,,,,,,,,,,RP,Will Vest (43897764),Will Vest,43897764,P,4000,DET@KC 08/21/2026 08:10PM ET,DET,2.44
,,,,,,,,,,,,,,,RP,Nolan Hoffman (43897769),Nolan Hoffman,43897769,P,4000,DET@KC 08/21/2026 08:10PM ET,KC,1.7
,,,,,,,,,,,,,,,RP,John Schreiber (43897770),John Schreiber,43897770,P,4000,DET@KC 08/21/2026 08:10PM ET,KC,1.89
,,,,,,,,,,,,,,,RP,Brenan Hanifee (43897790),Brenan Hanifee,43897790,P,4000,DET@KC 08/21/2026 08:10PM ET,DET,1.08
,,,,,,,,,,,,,,,RP,Kyle Finnegan (43897800),Kyle Finnegan,43897800,P,4000,DET@KC 08/21/2026 08:10PM ET,DET,2.22
,,,,,,,,,,,,,,,RP,Sean Guenther (43897815),Sean Guenther,43897815,P,4000,DET@KC 08/21/2026 08:10PM ET,DET,0
,,,,,,,,,,,,,,,OF,Kyle Tucker (43896628),Kyle Tucker,43896628,OF,4000,PIT@LAD 08/21/2026 10:10PM ET,LAD,6.93
,,,,,,,,,,,,,,,OF,Jake Mangum (43896633),Jake Mangum,43896633,OF,4000,PIT@LAD 08/21/2026 10:10PM ET,PIT,6.63
,,,,,,,,,,,,,,,RP,Khristian Curtis (43897456),Khristian Curtis,43897456,P,4000,PIT@LAD 08/21/2026 10:10PM ET,PIT,16.85
,,,,,,,,,,,,,,,RP,Ronan Kopp (43897484),Ronan Kopp,43897484,P,4000,PIT@LAD 08/21/2026 10:10PM ET,LAD,0
,,,,,,,,,,,,,,,RP,Jake Cousins (43897485),Jake Cousins,43897485,P,4000,PIT@LAD 08/21/2026 10:10PM ET,LAD,0
,,,,,,,,,,,,,,,RP,Brusdar Graterol (43897491),Brusdar Graterol,43897491,P,4000,PIT@LAD 08/21/2026 10:10PM ET,LAD,0
,,,,,,,,,,,,,,,SP,Noah Murdock (43897496),Noah Murdock,43897496,P,4000,PIT@LAD 08/21/2026 10:10PM ET,PIT,5.58
,,,,,,,,,,,,,,,RP,Kirby Yates (43897505),Kirby Yates,43897505,P,4000,PIT@LAD 08/21/2026 10:10PM ET,PIT,3.00
,,,,,,,,,,,,,,,RP,Camilo Doval (43897541),Camilo Doval,43897541,P,4000,PIT@LAD 08/21/2026 10:10PM ET,PIT,2.51
,,,,,,,,,,,,,,,RP,Will Klein (43897563),Will Klein,43897563,P,4000,PIT@LAD 08/21/2026 10:10PM ET,LAD,3.58
,,,,,,,,,,,,,,,RP,Tanner Scott (43897578),Tanner Scott,43897578,P,4000,PIT@LAD 08/21/2026 10:10PM ET,LAD,3.47
,,,,,,,,,,,,,,,RP,Isaac Mattson (43897579),Isaac Mattson,43897579,P,4000,PIT@LAD 08/21/2026 10:10PM ET,PIT,2.03
,,,,,,,,,,,,,,,RP,Mason Montgomery (43897580),Mason Montgomery,43897580,P,4000,PIT@LAD 08/21/2026 10:10PM ET,PIT,4.33
,,,,,,,,,,,,,,,RP,Luke Weaver (43897596),Luke Weaver,43897596,P,4000,PIT@LAD 08/21/2026 10:10PM ET,PIT,3.56
,,,,,,,,,,,,,,,RP,Gregory Soto (43897600),Gregory Soto,43897600,P,4000,PIT@LAD 08/21/2026 10:10PM ET,PIT,3.58
,,,,,,,,,,,,,,,RP,Brock Stewart (43897605),Brock Stewart,43897605,P,4000,PIT@LAD 08/21/2026 10:10PM ET,LAD,3.51
,,,,,,,,,,,,,,,RP,Edgardo Henriquez (43897618),Edgardo Henriquez,43897618,P,4000,PIT@LAD 08/21/2026 10:10PM ET,LAD,3.35
,,,,,,,,,,,,,,,RP,Alex Vesia (43897675),Alex Vesia,43897675,P,4000,PIT@LAD 08/21/2026 10:10PM ET,LAD,2.72
,,,,,,,,,,,,,,,RP,Jack Dreyer (43897697),Jack Dreyer,43897697,P,4000,PIT@LAD 08/21/2026 10:10PM ET,LAD,3.69
,,,,,,,,,,,,,,,RP,Edwin Diaz (43897700),Edwin Diaz,43897700,P,4000,PIT@LAD 08/21/2026 10:10PM ET,LAD,1.12
,,,,,,,,,,,,,,,RP,Seth Halvorsen (43897701),Seth Halvorsen,43897701,P,4000,PIT@LAD 08/21/2026 10:10PM ET,LAD,1.83
,,,,,,,,,,,,,,,RP,Evan Sisk (43897709),Evan Sisk,43897709,P,4000,PIT@LAD 08/21/2026 10:10PM ET,PIT,3.61
,,,,,,,,,,,,,,,RP,Evan Phillips (43897740),Evan Phillips,43897740,P,4000,PIT@LAD 08/21/2026 10:10PM ET,LAD,1.84
,,,,,,,,,,,,,,,RP,Brandon Eisert (43897746),Brandon Eisert,43897746,P,4000,PIT@LAD 08/21/2026 10:10PM ET,PIT,2.76
,,,,,,,,,,,,,,,RP,Paul Gervase (43897755),Paul Gervase,43897755,P,4000,PIT@LAD 08/21/2026 10:10PM ET,LAD,5.51
,,,,,,,,,,,,,,,RP,Kyle Hurt (43897758),Kyle Hurt,43897758,P,4000,PIT@LAD 08/21/2026 10:10PM ET,LAD,3.52
,,,,,,,,,,,,,,,RP,Blake Treinen (43897762),Blake Treinen,43897762,P,4000,PIT@LAD 08/21/2026 10:10PM ET,LAD,2.78
,,,,,,,,,,,,,,,RP,Yohan Ramirez (43897775),Yohan Ramirez,43897775,P,4000,PIT@LAD 08/21/2026 10:10PM ET,PIT,4.61
,,,,,,,,,,,,,,,RP,Ben Casparius (43897786),Ben Casparius,43897786,P,4000,PIT@LAD 08/21/2026 10:10PM ET,LAD,0.5
,,,,,,,,,,,,,,,RP,Charlie Barnes (43897804),Charlie Barnes,43897804,P,4000,PIT@LAD 08/21/2026 10:10PM ET,LAD,1.25
,,,,,,,,,,,,,,,RP,Grant Hartwig (43897460),Grant Hartwig,43897460,P,4000,MIN@SD 08/21/2026 09:40PM ET,MIN,0
,,,,,,,,,,,,,,,RP,Garrett Hawkins (43897471),Garrett Hawkins,43897471,P,4000,MIN@SD 08/21/2026 09:40PM ET,SD,0
,,,,,,,,,,,,,,,RP,Yuki Matsui (43897501),Yuki Matsui,43897501,P,4000,MIN@SD 08/21/2026 09:40PM ET,SD,4.40
,,,,,,,,,,,,,,,RP,Alek Jacob (43897521),Alek Jacob,43897521,P,4000,MIN@SD 08/21/2026 09:40PM ET,SD,5.48
,,,,,,,,,,,,,,,RP,Jeff Hoffman (43897522),Jeff Hoffman,43897522,P,4000,MIN@SD 08/21/2026 09:40PM ET,MIN,3.82
,,,,,,,,,,,,,,,RP,David Morgan (43897531),David Morgan,43897531,P,4000,MIN@SD 08/21/2026 09:40PM ET,SD,3.46
,,,,,,,,,,,,,,,RP,Eric Orze (43897547),Eric Orze,43897547,P,4000,MIN@SD 08/21/2026 09:40PM ET,MIN,2.28
,,,,,,,,,,,,,,,RP,Taylor Rogers (43897558),Taylor Rogers,43897558,P,4000,MIN@SD 08/21/2026 09:40PM ET,MIN,2.11
,,,,,,,,,,,,,,,RP,Tommy Nance (43897560),Tommy Nance,43897560,P,4000,MIN@SD 08/21/2026 09:40PM ET,MIN,3.15
,,,,,,,,,,,,,,,RP,Kody Funderburk (43897568),Kody Funderburk,43897568,P,4000,MIN@SD 08/21/2026 09:40PM ET,MIN,2.52
,,,,,,,,,,,,,,,RP,Hunter Stratton (43897598),Hunter Stratton,43897598,P,4000,MIN@SD 08/21/2026 09:40PM ET,SD,1.97
,,,,,,,,,,,,,,,RP,Garrett Acton (43897635),Garrett Acton,43897635,P,4000,MIN@SD 08/21/2026 09:40PM ET,MIN,7.05
,,,,,,,,,,,,,,,RP,Andrew Morris (43897639),Andrew Morris,43897639,P,4000,MIN@SD 08/21/2026 09:40PM ET,MIN,3.42
,,,,,,,,,,,,,,,RP,Anthony Banda (43897650),Anthony Banda,43897650,P,4000,MIN@SD 08/21/2026 09:40PM ET,MIN,2.18
,,,,,,,,,,,,,,,RP,Jeremiah Estrada (43897681),Jeremiah Estrada,43897681,P,4000,MIN@SD 08/21/2026 09:40PM ET,SD,3.27
,,,,,,,,,,,,,,,RP,A.J. Minter (43897691),A.J. Minter,43897691,P,4000,MIN@SD 08/21/2026 09:40PM ET,MIN,2.95
,,,,,,,,,,,,,,,RP,Bradgley Rodriguez (43897695),Bradgley Rodriguez,43897695,P,4000,MIN@SD 08/21/2026 09:40PM ET,SD,3.78
,,,,,,,,,,,,,,,RP,Woo Suk Go (43897720),Woo Suk Go,43897720,P,4000,MIN@SD 08/21/2026 09:40PM ET,MIN,1.25
,,,,,,,,,,,,,,,RP,Jason Adam (43897737),Jason Adam,43897737,P,4000,MIN@SD 08/21/2026 09:40PM ET,SD,2.30
,,,,,,,,,,,,,,,RP,Travis Adams (43897765),Travis Adams,43897765,P,4000,MIN@SD 08/21/2026 09:40PM ET,MIN,3.81
,,,,,,,,,,,,,,,RP,Wandy Peralta (43897776),Wandy Peralta,43897776,P,4000,MIN@SD 08/21/2026 09:40PM ET,SD,2.30
,,,,,,,,,,,,,,,RP,Cole Sands (43897780),Cole Sands,43897780,P,4000,MIN@SD 08/21/2026 09:40PM ET,MIN,1.42
