Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5213207899,MLB $6K Solo Shot,193451361,$1,Grant Holmes (43790683),Grayson Rodriguez (43790682),Logan O'Hoppe (43791137),Charles McAdoo (43791127),Adael Amador (43791139),Graham Pauley (43791077),Ha-Seong Kim (43790985),Jose Fermin (43790825),Michael Harris II (43790762),Jakob Marsee (43790827),,1. Column A lists all of your contest entries for this draftgroup
5213219422,MLB $6K Solo Shot,193451361,$1,Grant Holmes (43790683),Grayson Rodriguez (43790682),Logan O'Hoppe (43791137),Charles McAdoo (43791127),Adael Amador (43791139),Graham Pauley (43791077),Ha-Seong Kim (43790985),Jose Fermin (43790825),Michael Harris II (43790762),Jakob Marsee (43790827),,2. Your current lineup is listed next to each entry (blank for reservations)
5213219423,MLB $6K Solo Shot,193451361,$1,Grant Holmes (43790683),Grayson Rodriguez (43790682),Logan O'Hoppe (43791137),Charles McAdoo (43791127),Adael Amador (43791139),Graham Pauley (43791077),Ha-Seong Kim (43790985),Jose Fermin (43790825),Michael Harris II (43790762),Jakob Marsee (43790827),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5213219424,MLB $6K Solo Shot,193451361,$1,Grant Holmes (43790683),Grayson Rodriguez (43790682),Logan O'Hoppe (43791137),Charles McAdoo (43791127),Adael Amador (43791139),Graham Pauley (43791077),Ha-Seong Kim (43790985),Jose Fermin (43790825),Michael Harris II (43790762),Jakob Marsee (43790827),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5213219425,MLB $6K Solo Shot,193451361,$1,Grant Holmes (43790683),Grayson Rodriguez (43790682),Logan O'Hoppe (43791137),Charles McAdoo (43791127),Adael Amador (43791139),Graham Pauley (43791077),Ha-Seong Kim (43790985),Jose Fermin (43790825),Michael Harris II (43790762),Jakob Marsee (43790827),,5. For faster processing only include entries you are changing in the file you upload
5213219426,MLB $6K Solo Shot,193451361,$1,Grant Holmes (43790683),Grayson Rodriguez (43790682),Logan O'Hoppe (43791137),Charles McAdoo (43791127),Adael Amador (43791139),Graham Pauley (43791077),Ha-Seong Kim (43790985),Jose Fermin (43790825),Michael Harris II (43790762),Jakob Marsee (43790827),,
5213219427,MLB $6K Solo Shot,193451361,$1,Grant Holmes (43790683),Grayson Rodriguez (43790682),Logan O'Hoppe (43791137),Charles McAdoo (43791127),Adael Amador (43791139),Graham Pauley (43791077),Ha-Seong Kim (43790985),Jose Fermin (43790825),Michael Harris II (43790762),Jakob Marsee (43790827),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,RP,James Karinchak (43791596),James Karinchak,43791596,P,4000,ATL@NYY 08/09/2026 01:35PM ET,ATL,3.15
,,,,,,,,,,,,,,,SP,Duncan Davitt (43791597),Duncan Davitt,43791597,P,4000,ATL@NYY 08/09/2026 01:35PM ET,ATL,1.35
,,,,,,,,,,,,,,,RP,Tyler Kinley (43791628),Tyler Kinley,43791628,P,4000,ATL@NYY 08/09/2026 01:35PM ET,ATL,2.71
,,,,,,,,,,,,,,,RP,Brendan Beck (43791651),Brendan Beck,43791651,P,4000,ATL@NYY 08/09/2026 01:35PM ET,NYY,0.9
,,,,,,,,,,,,,,,SS,Jacob Wilson (43790775),Jacob Wilson,43790775,SS,3900,ATH@BOS 08/09/2026 01:35PM ET,ATH,6.93
,,,,,,,,,,,,,,,OF,Jo Adell (43790774),Jo Adell,43790774,OF,3900,CLE@CWS 08/09/2026 02:10PM ET,CLE,6.64
,,,,,,,,,,,,,,,OF,Angel Martinez (43790776),Angel Martinez,43790776,OF,3900,CLE@CWS 08/09/2026 02:10PM ET,CLE,6.65
,,,,,,,,,,,,,,,1B/3B,Kazuma Okamoto (43790772),Kazuma Okamoto,43790772,1B/3B,3900,TOR@PHI 08/09/2026 01:35PM ET,TOR,7.29
,,,,,,,,,,,,,,,C,Carson Kelly (43790777),Carson Kelly,43790777,C,3900,CHC@KC 08/09/2026 02:10PM ET,CHC,5.98
,,,,,,,,,,,,,,,2B/3B,Willi Castro (43790770),Willi Castro,43790770,2B/3B,3900,COL@STL 08/09/2026 02:15PM ET,COL,7.23
,,,,,,,,,,,,,,,2B,Ozzie Albies (43790769),Ozzie Albies,43790769,2B,3900,ATL@NYY 08/09/2026 01:35PM ET,ATL,7.56
,,,,,,,,,,,,,,,3B/SS,Ezequiel Duran (43790781),Ezequiel Duran,43790781,3B/SS,3800,BAL@TEX 08/09/2026 02:35PM ET,TEX,7.36
,,,,,,,,,,,,,,,OF,Brandon Nimmo (43790786),Brandon Nimmo,43790786,OF,3800,BAL@TEX 08/09/2026 02:35PM ET,TEX,7.26
,,,,,,,,,,,,,,,3B,Caleb Durbin (43790780),Caleb Durbin,43790780,3B,3800,ATH@BOS 08/09/2026 01:35PM ET,BOS,7.05
,,,,,,,,,,,,,,,OF,Heriberto Hernandez (43790783),Heriberto Hernandez,43790783,OF,3800,LAA@MIA 08/09/2026 01:40PM ET,MIA,6.70
,,,,,,,,,,,,,,,2B/3B,Bryson Stott (43790784),Bryson Stott,43790784,2B/3B,3800,TOR@PHI 08/09/2026 01:35PM ET,PHI,7.45
,,,,,,,,,,,,,,,C,Gary Sanchez (43790787),Gary Sanchez,43790787,C,3800,MIN@MIL 08/09/2026 02:10PM ET,MIL,6.12
,,,,,,,,,,,,,,,1B,TJ Rumfield (43790779),TJ Rumfield,43790779,1B,3800,COL@STL 08/09/2026 02:15PM ET,COL,7.42
,,,,,,,,,,,,,,,OF,Heliot Ramos (43790778),Heliot Ramos,43790778,OF,3800,ATL@NYY 08/09/2026 01:35PM ET,NYY,6.91
,,,,,,,,,,,,,,,OF,Jasson Dominguez (43791010),Jasson Dominguez,43791010,OF,3800,ATL@NYY 08/09/2026 01:35PM ET,NYY,6.24
,,,,,,,,,,,,,,,2B,Justin Foscue (43790792),Justin Foscue,43790792,2B,3700,BAL@TEX 08/09/2026 02:35PM ET,TEX,4.36
,,,,,,,,,,,,,,,SS,Andruw Monasterio (43790788),Andruw Monasterio,43790788,SS,3700,ATH@BOS 08/09/2026 01:35PM ET,BOS,5.87
,,,,,,,,,,,,,,,C,Jonah Heim (43790794),Jonah Heim,43790794,C,3700,ATH@BOS 08/09/2026 01:35PM ET,ATH,6.17
,,,,,,,,,,,,,,,C,Kyle Teel (43791012),Kyle Teel,43791012,C,3700,CLE@CWS 08/09/2026 02:10PM ET,CWS,6
,,,,,,,,,,,,,,,1B/3B,Alec Bohm (43790790),Alec Bohm,43790790,1B/3B,3700,TOR@PHI 08/09/2026 01:35PM ET,PHI,6.10
,,,,,,,,,,,,,,,OF,Luis Robert Jr. (43790793),Luis Robert Jr.,43790793,OF,3700,NYM@PIT 08/09/2026 01:35PM ET,NYM,5.62
,,,,,,,,,,,,,,,OF,Mike Tauchman (43791011),Mike Tauchman,43791011,OF,3700,NYM@PIT 08/09/2026 01:35PM ET,NYM,0
,,,,,,,,,,,,,,,OF,Trevor Larnach (43790789),Trevor Larnach,43790789,OF,3700,MIN@MIL 08/09/2026 02:10PM ET,MIN,6.64
,,,,,,,,,,,,,,,SS,Trevor Story (43791014),Trevor Story,43791014,SS,3600,ATH@BOS 08/09/2026 01:35PM ET,BOS,5.98
,,,,,,,,,,,,,,,OF,Esteury Ruiz (43790797),Esteury Ruiz,43790797,OF,3600,LAA@MIA 08/09/2026 01:40PM ET,MIA,5.65
,,,,,,,,,,,,,,,SS,Brayan Rocchio (43790796),Brayan Rocchio,43790796,SS,3600,CLE@CWS 08/09/2026 02:10PM ET,CLE,6.57
,,,,,,,,,,,,,,,C,J.T. Realmuto (43790800),J.T. Realmuto,43790800,C,3600,TOR@PHI 08/09/2026 01:35PM ET,PHI,5.88
,,,,,,,,,,,,,,,2B,Michael Massey (43790795),Michael Massey,43790795,2B,3600,CHC@KC 08/09/2026 02:10PM ET,KC,5.48
,,,,,,,,,,,,,,,3B,Austin Riley (43790798),Austin Riley,43790798,3B,3600,ATL@NYY 08/09/2026 01:35PM ET,ATL,6.47
,,,,,,,,,,,,,,,1B,Paul Goldschmidt (43790799),Paul Goldschmidt,43790799,1B,3600,ATL@NYY 08/09/2026 01:35PM ET,NYY,6.69
,,,,,,,,,,,,,,,OF,Lane Thomas (43790801),Lane Thomas,43790801,OF,3600,ATL@NYY 08/09/2026 01:35PM ET,ATL,5.55
,,,,,,,,,,,,,,,OF,Andrew McCutchen (43791013),Andrew McCutchen,43791013,OF,3600,ATL@NYY 08/09/2026 01:35PM ET,ATL,2.62
,,,,,,,,,,,,,,,1B,Jake Burger (43790804),Jake Burger,43790804,1B,3500,BAL@TEX 08/09/2026 02:35PM ET,TEX,6.86
,,,,,,,,,,,,,,,2B/3B,Joshua Kuroda-Grauer (43791015),Joshua Kuroda-Grauer,43791015,2B/3B,3500,ATH@BOS 08/09/2026 01:35PM ET,ATH,7.75
,,,,,,,,,,,,,,,2B/3B,Vaughn Grissom (43790802),Vaughn Grissom,43790802,2B/3B,3500,LAA@MIA 08/09/2026 01:40PM ET,LAA,6.36
,,,,,,,,,,,,,,,1B,Rhys Hoskins (43790806),Rhys Hoskins,43790806,1B,3500,CLE@CWS 08/09/2026 02:10PM ET,CLE,5.59
,,,,,,,,,,,,,,,OF,Braden Montgomery (43790809),Braden Montgomery,43790809,OF,3500,CLE@CWS 08/09/2026 02:10PM ET,CWS,6.84
,,,,,,,,,,,,,,,C,Alejandro Kirk (43790807),Alejandro Kirk,43790807,C,3500,TOR@PHI 08/09/2026 01:35PM ET,TOR,5.32
,,,,,,,,,,,,,,,OF,John Rave (43790808),John Rave,43790808,OF,3500,CHC@KC 08/09/2026 02:10PM ET,KC,5.44
,,,,,,,,,,,,,,,SS,Cooper Pratt (43790805),Cooper Pratt,43790805,SS,3500,MIN@MIL 08/09/2026 02:10PM ET,MIL,6.86
,,,,,,,,,,,,,,,OF,Griffin Conine (43790817),Griffin Conine,43790817,OF,3400,LAA@MIA 08/09/2026 01:40PM ET,MIA,6.37
,,,,,,,,,,,,,,,OF,Jorge Soler (43791017),Jorge Soler,43791017,OF,3400,LAA@MIA 08/09/2026 01:40PM ET,LAA,6.60
,,,,,,,,,,,,,,,1B,Nathaniel Lowe (43790815),Nathaniel Lowe,43790815,1B,3400,CLE@CWS 08/09/2026 02:10PM ET,CLE,6.20
,,,,,,,,,,,,,,,2B/3B,Pedro Ramirez (43790811),Pedro Ramirez,43790811,2B/3B,3400,CHC@KC 08/09/2026 02:10PM ET,CHC,5.52
,,,,,,,,,,,,,,,2B,Marcus Semien (43790814),Marcus Semien,43790814,2B,3400,NYM@PIT 08/09/2026 01:35PM ET,NYM,6.14
,,,,,,,,,,,,,,,C,Francisco Alvarez (43790816),Francisco Alvarez,43790816,C,3400,NYM@PIT 08/09/2026 01:35PM ET,NYM,5.96
,,,,,,,,,,,,,,,1B,Josh Bell (43790813),Josh Bell,43790813,1B,3400,MIN@MIL 08/09/2026 02:10PM ET,MIN,7.16
,,,,,,,,,,,,,,,OF,Luis Lara (43790818),Luis Lara,43790818,OF,3400,MIN@MIL 08/09/2026 02:10PM ET,MIL,5.65
,,,,,,,,,,,,,,,SS,Masyn Winn (43790810),Masyn Winn,43790810,SS,3400,COL@STL 08/09/2026 02:15PM ET,STL,6.17
,,,,,,,,,,,,,,,1B,Joc Pederson (43790822),Joc Pederson,43790822,1B,3300,BAL@TEX 08/09/2026 02:35PM ET,TEX,6.49
,,,,,,,,,,,,,,,OF,Jakob Marsee (43790827),Jakob Marsee,43790827,OF,3300,LAA@MIA 08/09/2026 01:40PM ET,MIA,6.33
,,,,,,,,,,,,,,,2B,Chase Meidroth (43790819),Chase Meidroth,43790819,2B,3300,CLE@CWS 08/09/2026 02:10PM ET,CWS,7.01
,,,,,,,,,,,,,,,1B/C,Salvador Perez (43790820),Salvador Perez,43790820,C/1B,3300,CHC@KC 08/09/2026 02:10PM ET,KC,6.06
,,,,,,,,,,,,,,,1B/3B,Mark Vientos (43791018),Mark Vientos,43791018,1B/3B,3300,NYM@PIT 08/09/2026 01:35PM ET,NYM,5.41
,,,,,,,,,,,,,,,3B/OF,Jose Fermin (43790825),Jose Fermin,43790825,3B/OF,3300,COL@STL 08/09/2026 02:15PM ET,STL,4.64
,,,,,,,,,,,,,,,3B/SS,Jose Caballero (43790823),Jose Caballero,43790823,3B/SS,3300,ATL@NYY 08/09/2026 01:35PM ET,NYY,6.89
,,,,,,,,,,,,,,,OF,Max Schuemann (43791020),Max Schuemann,43791020,OF,3300,ATL@NYY 08/09/2026 01:35PM ET,NYY,3.98
,,,,,,,,,,,,,,,1B/2B,Nick Sogard (43790828),Nick Sogard,43790828,1B/2B,3200,ATH@BOS 08/09/2026 01:35PM ET,BOS,6
,,,,,,,,,,,,,,,2B,Anthony Seigler (43790830),Anthony Seigler,43790830,2B,3200,ATH@BOS 08/09/2026 01:35PM ET,BOS,6.03
,,,,,,,,,,,,,,,1B/2B,Romy Gonzalez (43791021),Romy Gonzalez,43791021,1B/2B,3200,ATH@BOS 08/09/2026 01:35PM ET,BOS,5.32
,,,,,,,,,,,,,,,3B/OF,Javier Sanoja (43790834),Javier Sanoja,43790834,3B/OF,3200,LAA@MIA 08/09/2026 01:40PM ET,MIA,5.26
,,,,,,,,,,,,,,,C,Agustin Ramirez (43790837),Agustin Ramirez,43790837,C,3200,LAA@MIA 08/09/2026 01:40PM ET,MIA,6.31
,,,,,,,,,,,,,,,OF,Steven Kwan (43790831),Steven Kwan,43790831,OF,3200,CLE@CWS 08/09/2026 02:10PM ET,CLE,5.94
,,,,,,,,,,,,,,,SS,Tyler Tolbert (43790836),Tyler Tolbert,43790836,SS,3200,CHC@KC 08/09/2026 02:10PM ET,KC,5
,,,,,,,,,,,,,,,1B,Andrew Vaughn (43790832),Andrew Vaughn,43790832,1B,3200,MIN@MIL 08/09/2026 02:10PM ET,MIL,6.07
,,,,,,,,,,,,,,,1B/3B,Connor Norby (43791023),Connor Norby,43791023,1B/3B,3200,COL@STL 08/09/2026 02:15PM ET,COL,5.15
,,,,,,,,,,,,,,,OF,Spencer Jones (43790833),Spencer Jones,43790833,OF,3200,ATL@NYY 08/09/2026 01:35PM ET,NYY,5.07
,,,,,,,,,,,,,,,2B/SS,Jackson Holliday (43790838),Jackson Holliday,43790838,2B/SS,3100,BAL@TEX 08/09/2026 02:35PM ET,BAL,5.65
,,,,,,,,,,,,,,,OF,Masataka Yoshida (43790845),Masataka Yoshida,43790845,OF,3100,ATH@BOS 08/09/2026 01:35PM ET,BOS,5.56
,,,,,,,,,,,,,,,1B,Nolan Schanuel (43790840),Nolan Schanuel,43790840,1B,3100,LAA@MIA 08/09/2026 01:40PM ET,LAA,6.39
,,,,,,,,,,,,,,,OF,Brenton Doyle (43790844),Brenton Doyle,43790844,OF,3100,CLE@CWS 08/09/2026 02:10PM ET,CWS,4.56
,,,,,,,,,,,,,,,C,Joey Bart (43791028),Joey Bart,43791028,C,3100,CLE@CWS 08/09/2026 02:10PM ET,CWS,4.32
,,,,,,,,,,,,,,,2B/3B,Ernie Clement (43790842),Ernie Clement,43790842,2B/3B,3100,TOR@PHI 08/09/2026 01:35PM ET,TOR,6.34
,,,,,,,,,,,,,,,OF,Yohendrick Pinango (43791025),Yohendrick Pinango,43791025,OF,3100,TOR@PHI 08/09/2026 01:35PM ET,TOR,4.64
,,,,,,,,,,,,,,,2B,Jonathan India (43791027),Jonathan India,43791027,2B,3100,CHC@KC 08/09/2026 02:10PM ET,KC,5.41
,,,,,,,,,,,,,,,1B/C,Rafael Flores Jr. (43790848),Rafael Flores Jr.,43790848,C/1B,3100,NYM@PIT 08/09/2026 01:35PM ET,PIT,4
,,,,,,,,,,,,,,,OF,Luke Keaschall (43790841),Luke Keaschall,43790841,OF,3100,MIN@MIL 08/09/2026 02:10PM ET,MIN,6.66
,,,,,,,,,,,,,,,3B,David Hamilton (43790847),David Hamilton,43790847,3B,3100,MIN@MIL 08/09/2026 02:10PM ET,MIL,5.56
,,,,,,,,,,,,,,,OF,Mike Yastrzemski (43790846),Mike Yastrzemski,43790846,OF,3100,ATL@NYY 08/09/2026 01:35PM ET,ATL,4.84
,,,,,,,,,,,,,,,SS,Anthony Volpe (43791026),Anthony Volpe,43791026,SS,3100,ATL@NYY 08/09/2026 01:35PM ET,NYY,5.48
,,,,,,,,,,,,,,,OF,Evan Carter (43790856),Evan Carter,43790856,OF,3000,BAL@TEX 08/09/2026 02:35PM ET,TEX,5.59
,,,,,,,,,,,,,,,OF,Henry Bolte (43790850),Henry Bolte,43790850,OF,3000,ATH@BOS 08/09/2026 01:35PM ET,ATH,6.10
,,,,,,,,,,,,,,,C,Joe Mack (43790853),Joe Mack,43790853,C,3000,LAA@MIA 08/09/2026 01:40PM ET,MIA,5.51
,,,,,,,,,,,,,,,OF,Jose Siri (43790854),Jose Siri,43790854,OF,3000,LAA@MIA 08/09/2026 01:40PM ET,LAA,4.19
,,,,,,,,,,,,,,,OF,Andrew Benintendi (43790851),Andrew Benintendi,43790851,OF,3000,CLE@CWS 08/09/2026 02:10PM ET,CWS,6.21
,,,,,,,,,,,,,,,OF,Austin Hays (43791031),Austin Hays,43791031,OF,3000,CLE@CWS 08/09/2026 02:10PM ET,CWS,5.08
,,,,,,,,,,,,,,,OF,Bryan De La Cruz (43790858),Bryan De La Cruz,43790858,OF,3000,TOR@PHI 08/09/2026 01:35PM ET,PHI,6.17
,,,,,,,,,,,,,,,OF,Matt Shaw (43791029),Matt Shaw,43791029,OF,3000,CHC@KC 08/09/2026 02:10PM ET,CHC,4.93
,,,,,,,,,,,,,,,1B,Jared Young (43790855),Jared Young,43790855,1B,3000,NYM@PIT 08/09/2026 01:35PM ET,NYM,5.33
,,,,,,,,,,,,,,,SS,Jacob Gonzalez (43790859),Jacob Gonzalez,43790859,SS,3000,NYM@PIT 08/09/2026 01:35PM ET,PIT,5.1
,,,,,,,,,,,,,,,1B/OF,Tyler Callihan (43791032),Tyler Callihan,43791032,1B/OF,3000,NYM@PIT 08/09/2026 01:35PM ET,PIT,4.5
,,,,,,,,,,,,,,,OF,Nathan Church (43790857),Nathan Church,43790857,OF,3000,COL@STL 08/09/2026 02:15PM ET,STL,5.32
,,,,,,,,,,,,,,,C,Braxton Fulford (43791030),Braxton Fulford,43791030,C,3000,COL@STL 08/09/2026 02:15PM ET,COL,3
,,,,,,,,,,,,,,,3B,Amed Rosario (43790852),Amed Rosario,43790852,3B,3000,ATL@NYY 08/09/2026 01:35PM ET,NYY,4.96
,,,,,,,,,,,,,,,3B,Coby Mayo (43790862),Coby Mayo,43790862,3B,2900,BAL@TEX 08/09/2026 02:35PM ET,BAL,5.71
,,,,,,,,,,,,,,,OF,Lawrence Butler (43790861),Lawrence Butler,43790861,OF,2900,ATH@BOS 08/09/2026 01:35PM ET,ATH,4.99
,,,,,,,,,,,,,,,OF,Wade Meckler (43790865),Wade Meckler,43790865,OF,2900,LAA@MIA 08/09/2026 01:40PM ET,LAA,5.63
,,,,,,,,,,,,,,,OF,Owen Caissie (43790870),Owen Caissie,43790870,OF,2900,LAA@MIA 08/09/2026 01:40PM ET,MIA,5.87
,,,,,,,,,,,,,,,C,Austin Hedges (43790872),Austin Hedges,43790872,C,2900,CLE@CWS 08/09/2026 02:10PM ET,CLE,4.52
,,,,,,,,,,,,,,,OF,Nathan Lukes (43790871),Nathan Lukes,43790871,OF,2900,TOR@PHI 08/09/2026 01:35PM ET,TOR,5.20
,,,,,,,,,,,,,,,OF,Justin Crawford (43790873),Justin Crawford,43790873,OF,2900,TOR@PHI 08/09/2026 01:35PM ET,PHI,5.30
,,,,,,,,,,,,,,,OF,Michael Conforto (43790860),Michael Conforto,43790860,OF,2900,CHC@KC 08/09/2026 02:10PM ET,CHC,4.65
,,,,,,,,,,,,,,,3B,Nick Loftin (43790867),Nick Loftin,43790867,3B,2900,CHC@KC 08/09/2026 02:10PM ET,KC,5.66
,,,,,,,,,,,,,,,2B/OF,Brett Baty (43790868),Brett Baty,43790868,2B/OF,2900,NYM@PIT 08/09/2026 01:35PM ET,NYM,5.01
,,,,,,,,,,,,,,,SS,Ryan Kreidler (43790866),Ryan Kreidler,43790866,SS,2900,MIN@MIL 08/09/2026 02:10PM ET,MIN,4.74
,,,,,,,,,,,,,,,OF,Akil Baddoo (43791034),Akil Baddoo,43791034,OF,2900,MIN@MIL 08/09/2026 02:10PM ET,MIL,0
,,,,,,,,,,,,,,,OF,Bryan Torres (43790874),Bryan Torres,43790874,OF,2900,COL@STL 08/09/2026 02:15PM ET,STL,3.75
,,,,,,,,,,,,,,,1B/OF,Dominic Smith (43790863),Dominic Smith,43790863,1B/OF,2900,ATL@NYY 08/09/2026 01:35PM ET,ATL,5.12
,,,,,,,,,,,,,,,OF,Leody Taveras (43790875),Leody Taveras,43790875,OF,2800,BAL@TEX 08/09/2026 02:35PM ET,BAL,5.77
,,,,,,,,,,,,,,,C,Elias Diaz (43790883),Elias Diaz,43790883,C,2800,BAL@TEX 08/09/2026 02:35PM ET,TEX,4.24
,,,,,,,,,,,,,,,OF,Carlos Cortes (43790878),Carlos Cortes,43790878,OF,2800,ATH@BOS 08/09/2026 01:35PM ET,ATH,4.90
,,,,,,,,,,,,,,,2B,Oswald Peraza (43790887),Oswald Peraza,43790887,2B,2800,LAA@MIA 08/09/2026 01:40PM ET,LAA,4.95
,,,,,,,,,,,,,,,OF,Randal Grichuk (43790884),Randal Grichuk,43790884,OF,2800,CLE@CWS 08/09/2026 02:10PM ET,CWS,4.30
,,,,,,,,,,,,,,,C,Brandon Valenzuela (43790886),Brandon Valenzuela,43790886,C,2800,TOR@PHI 08/09/2026 01:35PM ET,TOR,5
,,,,,,,,,,,,,,,OF,Rhylan Thomas (43791036),Rhylan Thomas,43791036,OF,2800,TOR@PHI 08/09/2026 01:35PM ET,TOR,0
,,,,,,,,,,,,,,,OF,Tyrone Taylor (43790876),Tyrone Taylor,43790876,OF,2800,CHC@KC 08/09/2026 02:10PM ET,CHC,4.55
,,,,,,,,,,,,,,,OF,Isaac Collins (43790882),Isaac Collins,43790882,OF,2800,CHC@KC 08/09/2026 02:10PM ET,KC,5.79
,,,,,,,,,,,,,,,SS,Konnor Griffin (43791037),Konnor Griffin,43791037,SS,2800,NYM@PIT 08/09/2026 01:35PM ET,PIT,8.66
,,,,,,,,,,,,,,,OF,Marcell Ozuna (43791038),Marcell Ozuna,43791038,OF,2800,NYM@PIT 08/09/2026 01:35PM ET,PIT,5.47
,,,,,,,,,,,,,,,OF,Austin Martin (43790879),Austin Martin,43790879,OF,2800,MIN@MIL 08/09/2026 02:10PM ET,MIN,4.84
,,,,,,,,,,,,,,,OF,Sal Frelick (43791041),Sal Frelick,43791041,OF,2800,MIN@MIL 08/09/2026 02:10PM ET,MIL,5.21
,,,,,,,,,,,,,,,3B,Kyle Karros (43790877),Kyle Karros,43790877,3B,2800,COL@STL 08/09/2026 02:15PM ET,COL,6.52
,,,,,,,,,,,,,,,OF,Nelson Velazquez (43790885),Nelson Velazquez,43790885,OF,2800,COL@STL 08/09/2026 02:15PM ET,STL,4.24
,,,,,,,,,,,,,,,OF,Everson Pereira (43791039),Everson Pereira,43791039,OF,2800,COL@STL 08/09/2026 02:15PM ET,STL,5.54
,,,,,,,,,,,,,,,OF,Sterlin Thompson (43791040),Sterlin Thompson,43791040,OF,2800,COL@STL 08/09/2026 02:15PM ET,COL,4.44
,,,,,,,,,,,,,,,OF/SS,Mauricio Dubon (43790880),Mauricio Dubon,43790880,SS/OF,2800,ATL@NYY 08/09/2026 01:35PM ET,ATL,6.93
,,,,,,,,,,,,,,,OF,Brewer Hicklen (43791035),Brewer Hicklen,43791035,OF,2800,ATL@NYY 08/09/2026 01:35PM ET,ATL,6.62
,,,,,,,,,,,,,,,OF,Dylan Beavers (43790888),Dylan Beavers,43790888,OF,2700,BAL@TEX 08/09/2026 02:35PM ET,BAL,5.14
,,,,,,,,,,,,,,,3B,Blaze Alexander (43791042),Blaze Alexander,43791042,3B,2700,BAL@TEX 08/09/2026 02:35PM ET,BAL,5.78
,,,,,,,,,,,,,,,3B,Max Muncy (43790891),Max Muncy,43790891,3B,2700,ATH@BOS 08/09/2026 01:35PM ET,ATH,5.83
,,,,,,,,,,,,,,,1B/3B,Tommy White (43790903),Tommy White,43790903,1B/3B,2700,ATH@BOS 08/09/2026 01:35PM ET,ATH,4.35
,,,,,,,,,,,,,,,C,Mickey Gasper (43791044),Mickey Gasper,43791044,C,2700,ATH@BOS 08/09/2026 01:35PM ET,BOS,4.38
,,,,,,,,,,,,,,,C,Andrew Knizner (43791046),Andrew Knizner,43791046,C,2700,ATH@BOS 08/09/2026 01:35PM ET,BOS,0
,,,,,,,,,,,,,,,C,Moises Ballesteros (43790890),Moises Ballesteros,43790890,C,2700,LAA@MIA 08/09/2026 01:40PM ET,LAA,4.53
,,,,,,,,,,,,,,,OF,Tristan Peters (43790892),Tristan Peters,43790892,OF,2700,CLE@CWS 08/09/2026 02:10PM ET,CWS,5.41
,,,,,,,,,,,,,,,OF/SS,Edmundo Sosa (43790897),Edmundo Sosa,43790897,SS/OF,2700,TOR@PHI 08/09/2026 01:35PM ET,PHI,4.58
,,,,,,,,,,,,,,,C,Luke Maile (43790896),Luke Maile,43790896,C,2700,CHC@KC 08/09/2026 02:10PM ET,KC,7.4
,,,,,,,,,,,,,,,C,Luis Torrens (43790895),Luis Torrens,43790895,C,2700,NYM@PIT 08/09/2026 01:35PM ET,NYM,4.69
,,,,,,,,,,,,,,,3B/SS,Jared Triolo (43790899),Jared Triolo,43790899,3B/SS,2700,NYM@PIT 08/09/2026 01:35PM ET,PIT,4.61
,,,,,,,,,,,,,,,3B/SS,Joey Ortiz (43790893),Joey Ortiz,43790893,3B/SS,2700,MIN@MIL 08/09/2026 02:10PM ET,MIL,4.65
,,,,,,,,,,,,,,,OF,Matt Wallner (43791043),Matt Wallner,43791043,OF,2700,MIN@MIL 08/09/2026 02:10PM ET,MIN,5.06
,,,,,,,,,,,,,,,2B/OF,Tyler Freeman (43790901),Tyler Freeman,43790901,2B/OF,2700,COL@STL 08/09/2026 02:15PM ET,COL,5.23
,,,,,,,,,,,,,,,3B,Nolan Gorman (43791045),Nolan Gorman,43791045,3B,2700,COL@STL 08/09/2026 02:15PM ET,STL,5.06
,,,,,,,,,,,,,,,SS,George Lombard Jr. (43790889),George Lombard Jr.,43790889,SS,2700,ATL@NYY 08/09/2026 01:35PM ET,NYY,11.75
,,,,,,,,,,,,,,,2B,Jeremiah Jackson (43790911),Jeremiah Jackson,43790911,2B,2600,BAL@TEX 08/09/2026 02:35PM ET,BAL,4.74
,,,,,,,,,,,,,,,2B/OF,Cam Cauley (43790914),Cam Cauley,43790914,2B/OF,2600,BAL@TEX 08/09/2026 02:35PM ET,TEX,3.17
,,,,,,,,,,,,,,,OF,Nate Eaton (43791048),Nate Eaton,43791048,OF,2600,ATH@BOS 08/09/2026 01:35PM ET,BOS,4.5
,,,,,,,,,,,,,,,2B/SS,Isiah Kiner-Falefa (43791054),Isiah Kiner-Falefa,43791054,2B/SS,2600,ATH@BOS 08/09/2026 01:35PM ET,BOS,5.19
,,,,,,,,,,,,,,,3B,Leo Jimenez (43790910),Leo Jimenez,43790910,3B,2600,LAA@MIA 08/09/2026 01:40PM ET,MIA,3.96
,,,,,,,,,,,,,,,1B,Kyle Manzardo (43791047),Kyle Manzardo,43791047,1B,2600,CLE@CWS 08/09/2026 02:10PM ET,CLE,5.48
,,,,,,,,,,,,,,,OF,Brooks Baldwin (43791051),Brooks Baldwin,43791051,OF,2600,CLE@CWS 08/09/2026 02:10PM ET,CWS,0
