Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
5229987113,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],193028206,$5,Jalen Hurts (43727237),Tyler Allgeier (43727395),Saquon Barkley (43727337),Jordan Addison (43727659),Chris Olave (43727639),DeVonta Smith (43727641),Dallas Goedert (43728233),Woody Marks (43727387),Jaguars (43728526),,1. Column A lists all of your contest entries for this draftgroup
5230681933,NFL $175K mini-MAX [150 Entry Max],193028212,$0.50,Jalen Hurts (43727237),Tyler Allgeier (43727395),Saquon Barkley (43727337),Jordan Addison (43727659),Chris Olave (43727639),DeVonta Smith (43727641),Dallas Goedert (43728233),Woody Marks (43727387),Jaguars (43728526),,2. Your current lineup is listed next to each entry (blank for reservations)
5230886123,NFL $175K mini-MAX [150 Entry Max],193028212,$0.50,Jalen Hurts (43727237),Tyler Allgeier (43727395),Saquon Barkley (43727337),Jordan Addison (43727659),Chris Olave (43727639),DeVonta Smith (43727641),Dallas Goedert (43728233),Woody Marks (43727387),Jaguars (43728526),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5230886134,NFL $175K mini-MAX [150 Entry Max],193028212,$0.50,Jalen Hurts (43727237),Tyler Allgeier (43727395),Saquon Barkley (43727337),Jordan Addison (43727659),Chris Olave (43727639),DeVonta Smith (43727641),Dallas Goedert (43728233),Woody Marks (43727387),Jaguars (43728526),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5230886135,NFL $175K mini-MAX [150 Entry Max],193028212,$0.50,Jalen Hurts (43727237),Tyler Allgeier (43727395),Saquon Barkley (43727337),Jordan Addison (43727659),Chris Olave (43727639),DeVonta Smith (43727641),Dallas Goedert (43728233),Woody Marks (43727387),Jaguars (43728526),,5. For faster processing only include entries you are changing in the file you upload
5230894825,NFL $175K mini-MAX [150 Entry Max],193028212,$0.50,Jalen Hurts (43727237),Tyler Allgeier (43727395),Saquon Barkley (43727337),Jordan Addison (43727659),Chris Olave (43727639),DeVonta Smith (43727641),Dallas Goedert (43728233),Woody Marks (43727387),Jaguars (43728526),,
5230894832,NFL $175K mini-MAX [150 Entry Max],193028212,$0.50,Jalen Hurts (43727237),Tyler Allgeier (43727395),Saquon Barkley (43727337),Jordan Addison (43727659),Chris Olave (43727639),DeVonta Smith (43727641),Dallas Goedert (43728233),Woody Marks (43727387),Jaguars (43728526),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,TE,Dae'Quan Wright (43728451),Dae'Quan Wright,43728451,TE/FLEX,2500,CLE@JAX 09/13/2026 01:00PM ET,CLE,0
,,,,,,,,,,,,,,TE,JJ Galbreath (43728471),JJ Galbreath,43728471,TE/FLEX,2500,BAL@IND 09/13/2026 01:00PM ET,IND,0
,,,,,,,,,,,,,,TE,Ethan Conner (43728515),Ethan Conner,43728515,TE/FLEX,2500,MIA@LV 09/13/2026 04:25PM ET,MIA,0
,,,,,,,,,,,,,,TE,Erick All Jr. (43728337),Erick All Jr.,43728337,TE/FLEX,2500,TB@CIN 09/13/2026 01:00PM ET,CIN,0
,,,,,,,,,,,,,,TE,Tanner Hudson (43728339),Tanner Hudson,43728339,TE/FLEX,2500,TB@CIN 09/13/2026 01:00PM ET,CIN,3.19
,,,,,,,,,,,,,,TE,Jack Endries (43728341),Jack Endries,43728341,TE/FLEX,2500,TB@CIN 09/13/2026 01:00PM ET,CIN,0
,,,,,,,,,,,,,,TE,Cam Grandy (43728343),Cam Grandy,43728343,TE/FLEX,2500,TB@CIN 09/13/2026 01:00PM ET,CIN,0.54
,,,,,,,,,,,,,,TE,Josh Kattus (43728345),Josh Kattus,43728345,TE/FLEX,2500,TB@CIN 09/13/2026 01:00PM ET,CIN,0
,,,,,,,,,,,,,,TE,William Wagner (43728347),William Wagner,43728347,TE/FLEX,2500,TB@CIN 09/13/2026 01:00PM ET,CIN,0
,,,,,,,,,,,,,,TE,Payne Durham (43728481),Payne Durham,43728481,TE/FLEX,2500,TB@CIN 09/13/2026 01:00PM ET,TB,0.12
,,,,,,,,,,,,,,TE,Ko Kieft (43728483),Ko Kieft,43728483,TE/FLEX,2500,TB@CIN 09/13/2026 01:00PM ET,TB,0
,,,,,,,,,,,,,,TE,Bauer Sharp (43728485),Bauer Sharp,43728485,TE/FLEX,2500,TB@CIN 09/13/2026 01:00PM ET,TB,0
,,,,,,,,,,,,,,TE,Devin Culp (43728487),Devin Culp,43728487,TE/FLEX,2500,TB@CIN 09/13/2026 01:00PM ET,TB,0.58
,,,,,,,,,,,,,,TE,Kenny Fletcher Jr. (43728489),Kenny Fletcher Jr.,43728489,TE/FLEX,2500,TB@CIN 09/13/2026 01:00PM ET,TB,0
,,,,,,,,,,,,,,TE,Evan Deckers (43728491),Evan Deckers,43728491,TE/FLEX,2500,TB@CIN 09/13/2026 01:00PM ET,TB,0
,,,,,,,,,,,,,,TE,Mo Alie-Cox (43728387),Mo Alie-Cox,43728387,TE/FLEX,2500,BAL@IND 09/13/2026 01:00PM ET,IND,1.81
,,,,,,,,,,,,,,TE,Drew Ogletree (43728389),Drew Ogletree,43728389,TE/FLEX,2500,BAL@IND 09/13/2026 01:00PM ET,IND,0.85
,,,,,,,,,,,,,,TE,Will Mallory (43728391),Will Mallory,43728391,TE/FLEX,2500,BAL@IND 09/13/2026 01:00PM ET,IND,1.3
,,,,,,,,,,,,,,TE,Sean McKeon (43728393),Sean McKeon,43728393,TE/FLEX,2500,BAL@IND 09/13/2026 01:00PM ET,IND,0
,,,,,,,,,,,,,,TE,Carson Towt (43728395),Carson Towt,43728395,TE/FLEX,2500,BAL@IND 09/13/2026 01:00PM ET,IND,0
,,,,,,,,,,,,,,TE,Durham Smythe (43728517),Durham Smythe,43728517,TE/FLEX,2500,BAL@IND 09/13/2026 01:00PM ET,BAL,0.50
,,,,,,,,,,,,,,TE,Matt Hibner (43728519),Matt Hibner,43728519,TE/FLEX,2500,BAL@IND 09/13/2026 01:00PM ET,BAL,0
,,,,,,,,,,,,,,TE,Josh Cuevas (43728521),Josh Cuevas,43728521,TE/FLEX,2500,BAL@IND 09/13/2026 01:00PM ET,BAL,0
,,,,,,,,,,,,,,TE,Ty Pezza (43728523),Ty Pezza,43728523,TE/FLEX,2500,BAL@IND 09/13/2026 01:00PM ET,BAL,0
,,,,,,,,,,,,,,TE,Jackson Hawes (43728317),Jackson Hawes,43728317,TE/FLEX,2500,BUF@HOU 09/13/2026 01:00PM ET,BUF,2.77
,,,,,,,,,,,,,,TE,Shane Zylstra (43728319),Shane Zylstra,43728319,TE/FLEX,2500,BUF@HOU 09/13/2026 01:00PM ET,BUF,0.83
,,,,,,,,,,,,,,TE,Keleki Latu (43728321),Keleki Latu,43728321,TE/FLEX,2500,BUF@HOU 09/13/2026 01:00PM ET,BUF,1.5
,,,,,,,,,,,,,,TE,Brevin Jordan (43728323),Brevin Jordan,43728323,TE/FLEX,2500,BUF@HOU 09/13/2026 01:00PM ET,HOU,0
,,,,,,,,,,,,,,TE,Cade Stover (43728325),Cade Stover,43728325,TE/FLEX,2500,BUF@HOU 09/13/2026 01:00PM ET,HOU,2.31
,,,,,,,,,,,,,,TE,Layne Pryor (43728327),Layne Pryor,43728327,TE/FLEX,2500,BUF@HOU 09/13/2026 01:00PM ET,HOU,0
,,,,,,,,,,,,,,TE,Josh Whyle (43728367),Josh Whyle,43728367,TE/FLEX,2500,GB@MIN 09/13/2026 04:25PM ET,GB,1.81
,,,,,,,,,,,,,,TE,Drake Dabney (43728369),Drake Dabney,43728369,TE/FLEX,2500,GB@MIN 09/13/2026 04:25PM ET,GB,0.65
,,,,,,,,,,,,,,TE,Messiah Swinson (43728371),Messiah Swinson,43728371,TE/FLEX,2500,GB@MIN 09/13/2026 04:25PM ET,GB,0
,,,,,,,,,,,,,,TE,Luke Lachey (43728373),Luke Lachey,43728373,TE/FLEX,2500,GB@MIN 09/13/2026 04:25PM ET,GB,0
,,,,,,,,,,,,,,TE,RJ Maryland (43728375),RJ Maryland,43728375,TE/FLEX,2500,GB@MIN 09/13/2026 04:25PM ET,GB,0
,,,,,,,,,,,,,,TE,Thomas Yassmin (43728377),Thomas Yassmin,43728377,TE/FLEX,2500,GB@MIN 09/13/2026 04:25PM ET,GB,0
,,,,,,,,,,,,,,TE,Ben Yurosek (43728413),Ben Yurosek,43728413,TE/FLEX,2500,GB@MIN 09/13/2026 04:25PM ET,MIN,0.28
,,,,,,,,,,,,,,TE,Gavin Bartholomew (43728415),Gavin Bartholomew,43728415,TE/FLEX,2500,GB@MIN 09/13/2026 04:25PM ET,MIN,0
,,,,,,,,,,,,,,TE,Bryson Nesbit (43728417),Bryson Nesbit,43728417,TE/FLEX,2500,GB@MIN 09/13/2026 04:25PM ET,MIN,0
,,,,,,,,,,,,,,TE,Marshall Lang (43728419),Marshall Lang,43728419,TE/FLEX,2500,GB@MIN 09/13/2026 04:25PM ET,MIN,0
,,,,,,,,,,,,,,TE,Andrew DePaola (43728421),Andrew DePaola,43728421,TE/FLEX,2500,GB@MIN 09/13/2026 04:25PM ET,MIN,0
,,,,,,,,,,,,,,TE,Johnny Mundt (43728441),Johnny Mundt,43728441,TE/FLEX,2500,WAS@PHI 09/13/2026 04:25PM ET,PHI,1.18
,,,,,,,,,,,,,,TE,Grant Calcaterra (43728443),Grant Calcaterra,43728443,TE/FLEX,2500,WAS@PHI 09/13/2026 04:25PM ET,PHI,1.41
,,,,,,,,,,,,,,TE,Stone Smartt (43728445),Stone Smartt,43728445,TE/FLEX,2500,WAS@PHI 09/13/2026 04:25PM ET,PHI,0.81
,,,,,,,,,,,,,,TE,Cameron Latu (43728447),Cameron Latu,43728447,TE/FLEX,2500,WAS@PHI 09/13/2026 04:25PM ET,PHI,0
,,,,,,,,,,,,,,TE,E.J. Jenkins (43728449),E.J. Jenkins,43728449,TE/FLEX,2500,WAS@PHI 09/13/2026 04:25PM ET,PHI,0
,,,,,,,,,,,,,,TE,Rocco Underwood (43728453),Rocco Underwood,43728453,TE/FLEX,2500,WAS@PHI 09/13/2026 04:25PM ET,PHI,0
,,,,,,,,,,,,,,TE,John Bates (43728493),John Bates,43728493,TE/FLEX,2500,WAS@PHI 09/13/2026 04:25PM ET,WAS,1.82
,,,,,,,,,,,,,,TE,Colson Yankoff (43728495),Colson Yankoff,43728495,TE/FLEX,2500,WAS@PHI 09/13/2026 04:25PM ET,WAS,0.27
,,,,,,,,,,,,,,TE,Lawrence Cager (43728497),Lawrence Cager,43728497,TE/FLEX,2500,WAS@PHI 09/13/2026 04:25PM ET,WAS,0
,,,,,,,,,,,,,,TE,Quentin Moore (43728499),Quentin Moore,43728499,TE/FLEX,2500,WAS@PHI 09/13/2026 04:25PM ET,WAS,0
,,,,,,,,,,,,,,TE,Tyler Ott (43728501),Tyler Ott,43728501,TE/FLEX,2500,WAS@PHI 09/13/2026 04:25PM ET,WAS,0
,,,,,,,,,,,,,,TE,Tyler Conklin (43728359),Tyler Conklin,43728359,TE/FLEX,2500,NO@DET 09/13/2026 01:00PM ET,DET,1.33
,,,,,,,,,,,,,,TE,Zach Horton (43728361),Zach Horton,43728361,TE/FLEX,2500,NO@DET 09/13/2026 01:00PM ET,DET,0
,,,,,,,,,,,,,,TE,Thomas Gordon (43728363),Thomas Gordon,43728363,TE/FLEX,2500,NO@DET 09/13/2026 01:00PM ET,DET,0
,,,,,,,,,,,,,,TE,Miles Kitselman (43728365),Miles Kitselman,43728365,TE/FLEX,2500,NO@DET 09/13/2026 01:00PM ET,DET,0
,,,,,,,,,,,,,,TE,Moliki Matavao (43728423),Moliki Matavao,43728423,TE/FLEX,2500,NO@DET 09/13/2026 01:00PM ET,NO,0.5
,,,,,,,,,,,,,,TE,Zaire Mitchell-Paden (43728425),Zaire Mitchell-Paden,43728425,TE/FLEX,2500,NO@DET 09/13/2026 01:00PM ET,NO,0.46
,,,,,,,,,,,,,,TE,Treyton Welch (43728427),Treyton Welch,43728427,TE/FLEX,2500,NO@DET 09/13/2026 01:00PM ET,NO,0
,,,,,,,,,,,,,,TE,Cody Hardy (43728429),Cody Hardy,43728429,TE/FLEX,2500,NO@DET 09/13/2026 01:00PM ET,NO,0
,,,,,,,,,,,,,,TE,Zach Wood (43728431),Zach Wood,43728431,TE/FLEX,2500,NO@DET 09/13/2026 01:00PM ET,NO,0
,,,,,,,,,,,,,,TE,Joe Royer (43728349),Joe Royer,43728349,TE/FLEX,2500,CLE@JAX 09/13/2026 01:00PM ET,CLE,0
,,,,,,,,,,,,,,TE,Jack Stoll (43728351),Jack Stoll,43728351,TE/FLEX,2500,CLE@JAX 09/13/2026 01:00PM ET,CLE,1.11
,,,,,,,,,,,,,,TE,Blake Whiteheart (43728353),Blake Whiteheart,43728353,TE/FLEX,2500,CLE@JAX 09/13/2026 01:00PM ET,CLE,0.14
,,,,,,,,,,,,,,TE,Carsen Ryan (43728355),Carsen Ryan,43728355,TE/FLEX,2500,CLE@JAX 09/13/2026 01:00PM ET,CLE,0
,,,,,,,,,,,,,,TE,Brenden Bates (43728357),Brenden Bates,43728357,TE/FLEX,2500,CLE@JAX 09/13/2026 01:00PM ET,CLE,0.98
,,,,,,,,,,,,,,TE,Quintin Morris (43728509),Quintin Morris,43728509,TE/FLEX,2500,CLE@JAX 09/13/2026 01:00PM ET,JAX,1.17
,,,,,,,,,,,,,,TE,Hunter Long (43728511),Hunter Long,43728511,TE/FLEX,2500,CLE@JAX 09/13/2026 01:00PM ET,JAX,3.61
,,,,,,,,,,,,,,TE,Patrick Herbert (43728513),Patrick Herbert,43728513,TE/FLEX,2500,CLE@JAX 09/13/2026 01:00PM ET,JAX,0
,,,,,,,,,,,,,,TE,Charlie Kolar (43728297),Charlie Kolar,43728297,TE/FLEX,2500,ARI@LAC 09/13/2026 04:25PM ET,LAC,2.13
,,,,,,,,,,,,,,TE,Tip Reiman (43728455),Tip Reiman,43728455,TE/FLEX,2500,ARI@LAC 09/13/2026 04:25PM ET,ARI,0.96
,,,,,,,,,,,,,,TE,Elijah Higgins (43728457),Elijah Higgins,43728457,TE/FLEX,2500,ARI@LAC 09/13/2026 04:25PM ET,ARI,3.48
,,,,,,,,,,,,,,TE,Teagan Quitoriano (43728459),Teagan Quitoriano,43728459,TE/FLEX,2500,ARI@LAC 09/13/2026 04:25PM ET,ARI,0
,,,,,,,,,,,,,,TE,Kenny Yeboah (43728461),Kenny Yeboah,43728461,TE/FLEX,2500,ARI@LAC 09/13/2026 04:25PM ET,ARI,0
,,,,,,,,,,,,,,TE,Rivaldo Fairweather (43728463),Rivaldo Fairweather,43728463,TE/FLEX,2500,ARI@LAC 09/13/2026 04:25PM ET,ARI,0
,,,,,,,,,,,,,,TE,Jameson Geers (43728465),Jameson Geers,43728465,TE/FLEX,2500,ARI@LAC 09/13/2026 04:25PM ET,ARI,0
,,,,,,,,,,,,,,TE,Jerand Bradley (43728475),Jerand Bradley,43728475,TE/FLEX,2500,ARI@LAC 09/13/2026 04:25PM ET,LAC,0
,,,,,,,,,,,,,,TE,Evan Svoboda (43728477),Evan Svoboda,43728477,TE/FLEX,2500,ARI@LAC 09/13/2026 04:25PM ET,LAC,0
,,,,,,,,,,,,,,TE,Johnny Pascuzzi (43728479),Johnny Pascuzzi,43728479,TE/FLEX,2500,ARI@LAC 09/13/2026 04:25PM ET,LAC,0
,,,,,,,,,,,,,,TE,Ian Thomas (43728397),Ian Thomas,43728397,TE/FLEX,2500,MIA@LV 09/13/2026 04:25PM ET,LV,1.63
,,,,,,,,,,,,,,TE,Carter Runyon (43728399),Carter Runyon,43728399,TE/FLEX,2500,MIA@LV 09/13/2026 04:25PM ET,LV,0.1
,,,,,,,,,,,,,,TE,Albert Okwuegbunam Jr. (43728401),Albert Okwuegbunam Jr.,43728401,TE/FLEX,2500,MIA@LV 09/13/2026 04:25PM ET,LV,8.6
,,,,,,,,,,,,,,TE,Patrick Gurd (43728403),Patrick Gurd,43728403,TE/FLEX,2500,MIA@LV 09/13/2026 04:25PM ET,LV,0
,,,,,,,,,,,,,,TE,Will Kacmarek (43728405),Will Kacmarek,43728405,TE/FLEX,2500,MIA@LV 09/13/2026 04:25PM ET,MIA,0
,,,,,,,,,,,,,,TE,Seydou Traore (43728407),Seydou Traore,43728407,TE/FLEX,2500,MIA@LV 09/13/2026 04:25PM ET,MIA,0
,,,,,,,,,,,,,,TE,Ben Sims (43728409),Ben Sims,43728409,TE/FLEX,2500,MIA@LV 09/13/2026 04:25PM ET,MIA,0.54
,,,,,,,,,,,,,,TE,Cole Turner (43728411),Cole Turner,43728411,TE/FLEX,2500,MIA@LV 09/13/2026 04:25PM ET,MIA,0
,,,,,,,,,,,,,,TE,Kylen Granson (43728379),Kylen Granson,43728379,TE/FLEX,2500,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0.61
,,,,,,,,,,,,,,TE,Jaren Kanak (43728381),Jaren Kanak,43728381,TE/FLEX,2500,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0
,,,,,,,,,,,,,,TE,David Martin-Robinson (43728383),David Martin-Robinson,43728383,TE/FLEX,2500,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0.76
,,,,,,,,,,,,,,TE,Joel Wilson (43728385),Joel Wilson,43728385,TE/FLEX,2500,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0
,,,,,,,,,,,,,,TE,Jeremy Ruckert (43728433),Jeremy Ruckert,43728433,TE/FLEX,2500,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,2.76
,,,,,,,,,,,,,,TE,Jelani Woods (43728435),Jelani Woods,43728435,TE/FLEX,2500,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0.28
,,,,,,,,,,,,,,TE,Chase Curtis (43728437),Chase Curtis,43728437,TE/FLEX,2500,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0
,,,,,,,,,,,,,,TE,Garrison Grimes (43728439),Garrison Grimes,43728439,TE/FLEX,2500,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0
,,,,,,,,,,,,,,DST,Jets  (43728542),Jets ,43728542,DST,2500,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,2.76
,,,,,,,,,,,,,,TE,Charlie Woerner (43728311),Charlie Woerner,43728311,TE/FLEX,2500,ATL@PIT 09/13/2026 01:00PM ET,ATL,0.75
,,,,,,,,,,,,,,TE,Joshua Simon (43728313),Joshua Simon,43728313,TE/FLEX,2500,ATL@PIT 09/13/2026 01:00PM ET,ATL,0
,,,,,,,,,,,,,,TE,Jack Velling (43728315),Jack Velling,43728315,TE/FLEX,2500,ATL@PIT 09/13/2026 01:00PM ET,ATL,0
,,,,,,,,,,,,,,TE,Robert Tonyan (43728467),Robert Tonyan,43728467,TE/FLEX,2500,ATL@PIT 09/13/2026 01:00PM ET,PIT,0.06
,,,,,,,,,,,,,,TE,Jaheim Bell (43728469),Jaheim Bell,43728469,TE/FLEX,2500,ATL@PIT 09/13/2026 01:00PM ET,PIT,0
,,,,,,,,,,,,,,TE,Lake McRee (43728473),Lake McRee,43728473,TE/FLEX,2500,ATL@PIT 09/13/2026 01:00PM ET,PIT,0
,,,,,,,,,,,,,,TE,Nikola Kalinic (43728329),Nikola Kalinic,43728329,TE/FLEX,2500,CHI@CAR 09/13/2026 01:00PM ET,CHI,0
,,,,,,,,,,,,,,TE,Stephen Carlson (43728331),Stephen Carlson,43728331,TE/FLEX,2500,CHI@CAR 09/13/2026 01:00PM ET,CHI,0
,,,,,,,,,,,,,,TE,Qadir Ismail (43728333),Qadir Ismail,43728333,TE/FLEX,2500,CHI@CAR 09/13/2026 01:00PM ET,CHI,0
,,,,,,,,,,,,,,TE,Hayden Large (43728335),Hayden Large,43728335,TE/FLEX,2500,CHI@CAR 09/13/2026 01:00PM ET,CHI,0
,,,,,,,,,,,,,,TE,Feleipe Franks (43728503),Feleipe Franks,43728503,TE/FLEX,2500,CHI@CAR 09/13/2026 01:00PM ET,CAR,0.02
,,,,,,,,,,,,,,TE,James Mitchell (43728505),James Mitchell,43728505,TE/FLEX,2500,CHI@CAR 09/13/2026 01:00PM ET,CAR,0.97
,,,,,,,,,,,,,,TE,Caden Prieskorn (43728507),Caden Prieskorn,43728507,TE/FLEX,2500,CHI@CAR 09/13/2026 01:00PM ET,CAR,0
,,,,,,,,,,,,,,DST,Panthers  (43728543),Panthers ,43728543,DST,2500,CHI@CAR 09/13/2026 01:00PM ET,CAR,5.94
,,,,,,,,,,,,,,DST,Colts  (43728544),Colts ,43728544,DST,2400,BAL@IND 09/13/2026 01:00PM ET,IND,5.82
,,,,,,,,,,,,,,DST,Commanders  (43728545),Commanders ,43728545,DST,2300,WAS@PHI 09/13/2026 04:25PM ET,WAS,4.47
,,,,,,,,,,,,,,DST,Saints  (43728546),Saints ,43728546,DST,2200,NO@DET 09/13/2026 01:00PM ET,NO,6.94
,,,,,,,,,,,,,,DST,Browns  (43728547),Browns ,43728547,DST,2100,CLE@JAX 09/13/2026 01:00PM ET,CLE,7.82
,,,,,,,,,,,,,,DST,Cardinals  (43728548),Cardinals ,43728548,DST,2000,ARI@LAC 09/13/2026 04:25PM ET,ARI,4.29
